Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
3B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000554928
3C	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000131975
4A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000851965
4B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.88E-05
4C	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	7.93E-05
5A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000707472
5B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	9.17E-05
6A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000153216
6B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.51E-05
7A	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.54E-05
7B	0-499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	6.75E-07
1A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000480203
2A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00272539
2B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000426033
3A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00374856
3B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00445651
3C	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00111074
4A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00745062
4B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000291072
4C	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00079539
5A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00959295
5B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000969814
6A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00186769
6B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000189226
7A	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000214984
7B	1000-1499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.09E-05
1A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00030197
2A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00167258
2B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000236476
3A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.002291
3B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.0021827
3C	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000558626
4A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00516856
4B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000184287
4C	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000429961
5A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00651276
5B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000552869
6A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00127681
6B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000217679
7A	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000148441
7B	1500-1999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.45E-05
1A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000153808
2A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000811346
2B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000124877
3A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00104
3B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00115816
3C	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000345122
4A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00250632
4B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	8.49E-05
4C	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000218044
5A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00374007
5B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000386969
6A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000786002
6B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	9.41E-05
7A	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00010361
7B	2000-2499	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	6.11E-06
1A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	6.52E-05
2A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000320591
2B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.61E-05
3A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000382473
3B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000346147
3C	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000110092
4A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00116746
4B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.88E-05
4C	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	8.45E-05
5A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00116143
5B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000113165
6A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000343637
6B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	4.96E-05
7A	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	5.40E-05
7B	2500-2999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.90E-06
1A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	7.35E-05
2A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000232633
2B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.50E-05
3A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000306061
3B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000278259
3C	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	9.95E-05
4A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000784814
4B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.99E-05
4C	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	5.69E-05
5A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000848513
5B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	9.15E-05
6A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00021881
6B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.77E-05
7A	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.25E-05
7B	3000-3999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.88E-06
1A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.01E-05
2A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000127004
2B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	7.87E-06
3A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000175304
3B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000155759
3C	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	5.28E-05
4A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000512302
4B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	6.98E-06
4C	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.32E-05
5A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000422694
5B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.15E-05
6A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000134947
6B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.45E-06
7A	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	2.04E-05
7B	4000+	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	4.17E-08
1A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00012182
2A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000494994
2B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	9.88E-05
3A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000620116
3B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00110234
3C	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000244971
4A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00215831
4B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	5.74E-05
4C	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000182766
5A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00189741
5B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000216327
6A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000339931
6B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.75E-05
7A	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	3.63E-05
7B	500-749	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	1.80E-06
1A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000320567
2A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00126836
2B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000189704
3A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00170248
3B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00179701
3C	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000411025
4A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00433081
4B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000124999
4C	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000280549
5A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.00468224
5B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000419821
6A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000918076
6B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000114303
7A	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	0.000103832
7B	750-999	1950s	0	1.80311E-06	8.85E-05	8.32E-04	3.49E-03	0.009198771	0.018197083	0.020726838	0.069152564	0.295090342	0.327164037	0.256062824	0	0	0	6.60E-06
1A	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	4.55E-05
2A	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000203623
2B	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	4.53E-05
3A	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000237256
3B	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.00047864
3C	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000115759
4A	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000763688
4B	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	2.56E-05
4C	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000100433
5A	0-499	1960s	0	1.84E-05	6.62E-04	4.98E-03	0.017352715	0.009335461	0.003706059	0.007377231	0.031492885	0.207096057	0.34604927	0.371931131	0	0	0	0.000615372
